0, 1684943687548498, 1684943687548648, 150
1, 1684943687561800, 1684943687562021, 221
2, 1684943687574952, 1684943687575063, 111
3, 1684943687587840, 1684943687588013, 173
4, 1684943687600334, 1684943687600483, 149
5, 1684943687612816, 1684943687612984, 168
6, 1684943687625509, 1684943687625528, 19
7, 1684943687638661, 1684943687638679, 18
8, 1684943687651790, 1684943687651953, 163
9, 1684943687664646, 1684943687664809, 163
10, 1684943687677312, 1684943687677475, 163
11, 1684943687690450, 1684943687690614, 164
12, 1684943687703660, 1684943687703823, 163
13, 1684943687716338, 1684943687716355, 17
14, 1684943687729468, 1684943687729486, 18
15, 1684943687742679, 1684943687742696, 17
16, 1684943687755338, 1684943687755358, 20
17, 1684943687768473, 1684943687768492, 19
18, 1684943687781689, 1684943687781707, 18
19, 1684943687794353, 1684943687794372, 19
20, 1684943687807486, 1684943687807505, 19
21, 1684943687820334, 1684943687820351, 17
22, 1684943687833187, 1684943687833205, 18
23, 1684943687845856, 1684943687845872, 16
24, 1684943687858993, 1684943687859012, 19
25, 1684943687872191, 1684943687872354, 163
26, 1684943687884869, 1684943687885038, 169
27, 1684943687898000, 1684943687898160, 160
28, 1684943687911208, 1684943687911370, 162
29, 1684943687923886, 1684943687923904, 18
30, 1684943687937019, 1684943687937037, 18
31, 1684943687949859, 1684943687949878, 19
32, 1684943687962713, 1684943687962731, 18
33, 1684943687975383, 1684943687975401, 18
34, 1684943687988514, 1684943687988532, 18
35, 1684943688001634, 1684943688001652, 18
36, 1684943688033934, 1684943688034060, 126
37, 1684943688046096, 1684943688046115, 19
38, 1684943688059217, 1684943688059236, 19
39, 1684943688072052, 1684943688072068, 16
40, 1684943688084898, 1684943688084917, 19
41, 1684943688097571, 1684943688097591, 20
42, 1684943688110722, 1684943688110741, 19
43, 1684943688123953, 1684943688124111, 158
44, 1684943688136624, 1684943688136792, 168
45, 1684943688149769, 1684943688149945, 176
46, 1684943688163009, 1684943688163172, 163
47, 1684943688175690, 1684943688175706, 16
48, 1684943688188847, 1684943688188866, 19
49, 1684943688201991, 1684943688202041, 50
50, 1684943688214908, 1684943688214927, 19
51, 1684943688227596, 1684943688227616, 20
52, 1684943688240757, 1684943688240775, 18
53, 1684943688253902, 1684943688253920, 18
54, 1684943688266773, 1684943688266791, 18
55, 1684943688279456, 1684943688279618, 162
56, 1684943688292616, 1684943688292776, 160
57, 1684943688305759, 1684943688305935, 176
58, 1684943688318647, 1684943688318807, 160
59, 1684943688331329, 1684943688331489, 160
60, 1684943688344484, 1684943688344643, 159
61, 1684943688357708, 1684943688357886, 178
62, 1684943688370391, 1684943688370553, 162
63, 1684943688383548, 1684943688383708, 160
64, 1684943688396691, 1684943688396851, 160
65, 1684943688409565, 1684943688409726, 161
66, 1684943688422246, 1684943688422264, 18
67, 1684943688435397, 1684943688435416, 19
68, 1684943688448251, 1684943688448270, 19
69, 1684943688461455, 1684943688461473, 18
70, 1684943688474145, 1684943688474314, 169
71, 1684943688487300, 1684943688487462, 162
72, 1684943688500166, 1684943688500326, 160
73, 1684943688513043, 1684943688513205, 162
74, 1684943688525729, 1684943688525907, 178
75, 1684943688538910, 1684943688539071, 161
76, 1684943688552065, 1684943688552085, 20
77, 1684943688565270, 1684943688565286, 16
78, 1684943688597113, 1684943688597131, 18
79, 1684943688610265, 1684943688610385, 120
80, 1684943688622641, 1684943688622657, 16
81, 1684943688635500, 1684943688635518, 18
82, 1684943688648376, 1684943688648393, 17
83, 1684943688661060, 1684943688661078, 18
84, 1684943688674229, 1684943688674246, 17
85, 1684943688687381, 1684943688687398, 17
86, 1684943688700255, 1684943688700272, 17
87, 1684943688712940, 1684943688713096, 156
88, 1684943688726108, 1684943688726263, 155
89, 1684943688739260, 1684943688739414, 154
90, 1684943688752139, 1684943688752161, 22
91, 1684943688764822, 1684943688764840, 18
92, 1684943688778001, 1684943688778020, 19
93, 1684943688791153, 1684943688791171, 18
94, 1684943688804039, 1684943688804198, 159
95, 1684943688817941, 1684943688818127, 186
96, 1684943688832472, 1684943688832635, 163
97, 1684943688845302, 1684943688845460, 158
98, 1684943688858155, 1684943688858313, 158
99, 1684943688870828, 1684943688870986, 158
100, 1684943688883970, 1684943688883988, 18
101, 1684943688897088, 1684943688897127, 39
102, 1684943688909975, 1684943688909993, 18
103, 1684943688922650, 1684943688922668, 18
104, 1684943688952366, 1684943688952486, 120
105, 1684943688965043, 1684943688965060, 17
106, 1684943688978219, 1684943688978238, 19
107, 1684943688990895, 1684943688990913, 18
108, 1684943689004015, 1684943689004175, 160
109, 1684943689017219, 1684943689017378, 159
110, 1684943689029896, 1684943689030054, 158
111, 1684943689043027, 1684943689043185, 158
112, 1684943689056146, 1684943689056166, 20
113, 1684943689069320, 1684943689069338, 18
114, 1684943689081996, 1684943689082014, 18
115, 1684943689095127, 1684943689095145, 18
116, 1684943689108248, 1684943689108267, 19
117, 1684943689121416, 1684943689121434, 18
118, 1684943689153426, 1684943689153545, 119
119, 1684943689165803, 1684943689165833, 30
120, 1684943689178937, 1684943689178955, 18
121, 1684943689192135, 1684943689192255, 120
122, 1684943689204285, 1684943689204415, 130
123, 1684943689217106, 1684943689217237, 131
124, 1684943689230302, 1684943689230434, 132
125, 1684943689243507, 1684943689243637, 130
126, 1684943689256193, 1684943689256322, 129
127, 1684943689269065, 1684943689269194, 129
128, 1684943689282263, 1684943689282393, 130
129, 1684943689295462, 1684943689295592, 130
130, 1684943689308151, 1684943689308280, 129
131, 1684943689321016, 1684943689321145, 129
132, 1684943689334217, 1684943689334346, 129
133, 1684943689347408, 1684943689347535, 127
134, 1684943689360091, 1684943689360219, 128
135, 1684943689372961, 1684943689373091, 130
136, 1684943689386160, 1684943689386289, 129
137, 1684943689399358, 1684943689399486, 128
138, 1684943689412039, 1684943689412167, 128
139, 1684943689424911, 1684943689425041, 130
140, 1684943689438101, 1684943689438230, 129
141, 1684943689451300, 1684943689451428, 128
142, 1684943689463984, 1684943689464114, 130
143, 1684943689476852, 1684943689476980, 128
144, 1684943689490043, 1684943689490226, 183
145, 1684943689504559, 1684943689504664, 105
146, 1684943689517831, 1684943689517937, 106
147, 1684943689530308, 1684943689530476, 168
148, 1684943689542649, 1684943689542797, 148
149, 1684943689555515, 1684943689555682, 167
150, 1684943689567999, 1684943689568144, 145
151, 1684943689580471, 1684943689580629, 158
152, 1684943689593146, 1684943689593339, 193
153, 1684943689606312, 1684943689606474, 162
154, 1684943689619498, 1684943689619659, 161
155, 1684943689632171, 1684943689632189, 18
156, 1684943689645290, 1684943689645309, 19
157, 1684943689658129, 1684943689658148, 19
158, 1684943689671300, 1684943689671318, 18
159, 1684943689703224, 1684943689703345, 121
160, 1684943689715598, 1684943689715616, 18
161, 1684943689728718, 1684943689728734, 16
162, 1684943689741919, 1684943689742083, 164
163, 1684943689754576, 1684943689754736, 160
164, 1684943689767708, 1684943689767869, 161
165, 1684943689780538, 1684943689780699, 161
166, 1684943689793391, 1684943689793551, 160
167, 1684943689806055, 1684943689806215, 160
168, 1684943689819192, 1684943689819360, 168
169, 1684943689832400, 1684943689832561, 161
170, 1684943689845073, 1684943689845239, 166
171, 1684943689858207, 1684943689858367, 160
172, 1684943689871036, 1684943689871196, 160
173, 1684943689883900, 1684943689883921, 21
174, 1684943689896565, 1684943689896584, 19
175, 1684943689909690, 1684943689909709, 19
176, 1684943689922523, 1684943689922541, 18
177, 1684943689935701, 1684943689935717, 16
178, 1684943689948387, 1684943689948547, 160
179, 1684943689961510, 1684943689961669, 159
180, 1684943689974346, 1684943689974507, 161
181, 1684943689987193, 1684943689987355, 162
182, 1684943689999867, 1684943690000029, 162
183, 1684943690012988, 1684943690013148, 160
184, 1684943690026195, 1684943690026361, 166
185, 1684943690038854, 1684943690039015, 161
186, 1684943690053265, 1684943690053433, 168
187, 1684943690067682, 1684943690067843, 161
188, 1684943690080817, 1684943690081000, 183
189, 1684943690095640, 1684943690095799, 159
190, 1684943690108821, 1684943690108983, 162
191, 1684943690121487, 1684943690121657, 170
192, 1684943690134613, 1684943690134775, 162
193, 1684943690147444, 1684943690147603, 159
194, 1684943690160616, 1684943690160777, 161
195, 1684943690173291, 1684943690173458, 167
196, 1684943690186414, 1684943690186574, 160
197, 1684943690199610, 1684943690199777, 167
198, 1684943690212267, 1684943690212426, 159
199, 1684943690244760, 1684943690246080, 1320
